objectid,abrevia,cod_linea,nom_ruta,orig_ruta,dest_ruta,fec_impl,loc_orig,loc_dest,long_ruta,oper_ruta,route_id,cod_ruta,zon_dest,zon_orig,hor_habil,hor_sab,hor_fest,est_ruta,tip_bus,tip_serv,dias_oper,tip_hor,tipo_oper,ruta_rural,globalid,shape_Length
4319,CCC,CB162,Nuevo Corinto - San Cristobal Norte,San Cristobal Norte,Nuevo Corinto,5/12/2016,1,11,30.65700231,CONSORCIO EXPRESS USAQUEN N,8206,CB162-3,3,1,4:00 a. m. - 11:00 p. m.,4:00 a. m. - 11:00 p. m.,5:00 a. m. - 10:00 p. m.,1,5,1,3,1,2,0,{5F3DEB58-E644-4406-BF0D-B14689E5D357},30657.0023107118
4321,AAA,CA124,Centro - Bilbao,Bilbao,Centro,7/08/2021,11,3,50.45856876,EMASIVO 10 ST,12317,CA124-3,0,3,4:00 a. m. - 10:00 p. m.,4:00 a. m. - 10:00 p. m.,4:00 a. m. - 10:00 p. m.,1,3,1,3,1,2,0,{62A0EF80-C8E4-4DB9-9685-79429DEC649C},50458.5687551383
4322,LLL,GL508,Bosa Santafé - Est. Av. 1 De Mayo,Bosa Santafé,Est. Av. 1 De Mayo,28/09/2020,7,4,34.96204419,MASIVO CAPITAL KE,8076,GL508-3,13,8,4:00 a. m. - 10:00 p. m.,4:00 a. m. - 9:00 p. m.,5:00 a. m. - 9:00 p. m.,1,3,1,3,1,2,0,{62BD80E5-AD7B-439C-90A2-15B0E7694F1E},34962.0441916571
4323,SCR,13-8,Altamira ,Portal 20 Julio,Altamira,12/12/2016,4,4,7.88790253,CONSORCIO EXPRESS SAN CRISTOBALD,6673,13-8-3,13,13,4:00 a. m. - 12:30 a. m.,4:00 a. m. - 12:30 a. m.,4:30 a. m. - 11:20 p. m.,1,4,2,3,1,2,0,{631E7B65-4974-4FE4-91D8-317881269A20},7887.90253016307
4324,CCC,CA134,Tibabuyes - Parque Central Bavaria,Parque Central Bavaria,Tibabuyes,4/09/2021,11,13,22.84186943,EMASIVO 16 SF,11991,C134-2,3,0,4:00 a. m. - 9:30 p. m.,4:00 a. m. - 9:30 p. m.,4:00 a. m. - 9:30 p. m.,1,4,1,3,1,2,3,{660DA47B-18C9-4A04-A84C-1342BB057552},22841.8694328543
4325,DDD,DL219,La Roca - Engativá Centro,Engativá Centro,La Roca, ,4,10,55.00780553,GMOVIL ENGATIVA E,8550,DL219-3,5,13,3:00 a. m. - 10:00 p. m.,3:15 a. m. - 10:00 p. m.,4:30 a. m. - 9:00 p. m.,1,4,1,3,1,2,0,{6781A09C-4E40-4EBA-9429-D0A19A60F822},55007.8055297883
4326,HHH,GH529,Diana Turbay - Porvenir,Porvenir,Diana Turbay,31/10/2022,7,18,25.53807948,MASIVO CAPITAL KE,7356,H529-1,12,8,4:00 a. m. - 10:00 p. m.,4:00 a. m. - 10:00 p. m.,5:00 a. m. - 9:00 p. m.,1,3,1,3,1,2,3,{67AF34CC-55FF-474E-8868-B18712A47C4B},25538.0794788647
4329,KKK,16-12,Belén,Portal El Dorado,Belen - Portal El Dorado,26/12/2020,9,9,12.81566484,GRAN AMÉRICAS FONTIBON I,10340,16-12-3,6,6,4:30 a. m. - 12:30 a. m.,4:30 a. m. - 12:30 a. m., ,1,4,2,2,1,2,0,{6CCE7B0C-DDAC-41BF-BF29-223679053EF0},12815.6648398255
4330,HHH,HA643,San Joaquin - Paloquemao,San Joaquin,Paloquemao,10/03/2025,19,14,27.82701418,SUMA CIUDAD BOLIVAR BC,8336,HA643-3,0,11,4:00 a. m. - 9:00 p. m.,4:00 a. m. - 9:00 p. m.,5:30 a. m. - 7:00 p. m.,1,4,1,3,1,2,0,{6CE62356-C455-42C7-B021-7AC45DA98D65},27827.0141836092
4331,KKK,GK542,Est. Modelia - Metrovivienda,Metrovivienda,Chapinero Central,22/07/2024,7,7,34.2189686,MASIVO CAPITAL KE,8502,GK542-3,8,8,4:00 a. m. - 10:30 p. m.,4:00 a. m. - 10:30 p. m.,5:00 a. m. - 9:00 p. m.,1,3,1,3,1,2,3,{6D844405-16D3-494C-A522-7E52B61F9289},34218.9685975238
4332,HHH,HL716,Molinos II - Est. Av. 1 De Mayo,Molinos II,Est. Av. 1 De Mayo,1/08/2022,15,18,9.39427249,CONSORCIO EXPRESS SAN CRISTOBALD,7171,HL716-3,12,12,4:30 a. m. - 9:00 p. m.,4:30 a. m. - 9:00 p. m.,5:00 a. m. - 9:00 p. m.,1,4,2,3,1,2,0,{6E210439-E342-4C42-8A67-ADE5A2E257A7},9394.27249316763
4333,KKK,HK635,Arborizadora Alta - Montevideo,Arborizadora Alta,Montevideo,17/12/2022,9,19,34.94362831,ODT LA ROLITA,12429,HK635-3,6,11,3:30 a. m. - 9:00 p. m.,3:30 a. m. - 9:00 p. m.,4:30 a. m. - 7:00 p. m.,1,4,1,3,1,2,0,{6F14585C-1513-458D-AE5A-2ABEB48C39F6},34943.6283067524
4334,HHH,HA606,San Joaquín - Chicó Norte,Chico Norte,San Joaquin,19/10/2020,2,19,49.15575605,SUMA CIUDAD BOLIVAR BC,8290,HA606-3,11,1,4:00 a. m. - 9:00 p. m.,4:00 a. m. - 9:00 p. m.,5:00 a. m. - 8:00 p. m.,1,3,1,3,1,2,0,{6FFBB56A-5E4D-4BF9-AEF9-6D84B2FCE630},49155.7560542964
4335,HHH,HC612,San Joaquín - Villa María,Villa María,San Joaquin,28/12/2020,11,19,58.99468819,SUMA CIUDAD BOLIVAR BC,8236,HC612-3,11,3,3:30 a. m. - 10:00 p. m.,3:30 a. m. - 10:00 p. m.,4:30 a. m. - 10:00 p. m.,1,3,1,3,1,2,0,{70C2FA04-A751-400B-BD74-06F0B54756E1},58994.6881897616
4336,CCC,CA153,Suba La Gaitana - Centro,Centro,Suba La Gaitana,16/09/2021,3,11,43.47954855,EMASIVO 16 SF,10182,CA153-3,3,0,4:00 a. m. - 9:30 p. m.,4:00 a. m. - 8:00 p. m.,4:00 a. m. - 8:00 p. m.,1,3,1,3,1,2,0,{73BF16D5-46C3-4E11-874B-4B4B209AB8BF},43479.5485548042
4337,BBB,BC917,Villa Cindy - Terminal Norte,Villa Cindy,Terminal Norte,13/09/2021,11,11,31.39434743,CONSORCIO EXPRESS USAQUEN N,7090,BC917-3,2,3,4:00 a. m. - 8:00 p. m.,4:00 a. m. - 8:00 p. m.,5:00 a. m. - 7:00 p. m.,1,4,1,3,1,2,0,{75DB7D58-002C-43D8-9D7F-55F77CDE1587},31394.3474297059
4338,GGG,GH529,Diana Turbay - Porvenir,Diana Turbay,Porvenir,31/10/2022,18,7,26.64557055,MASIVO CAPITAL KE,8191,G529-2,8,12,4:00 a. m. - 10:00 p. m.,4:00 a. m. - 10:00 p. m.,5:00 a. m. - 9:00 p. m.,1,3,1,3,1,2,3,{7700BBBC-E1AA-4EAC-88D6-30ABB6A34C7E},26645.5705460208
4339,SCR,N16,Av 1 Mayo,Gaviotas,Av. 1 Mayo, ,4,15,10.31003806,CONSORCIO EXPRESS SAN CRISTOBALD,5069,N16-3,12,13,7:30 a. m. - 11:50 p. m.,7:00 a. m. - 11:40 p. m.,4:30 a. m. - 7:30 a. m.,1,3,1,3,4,2,0,{799D3911-2F1E-4202-BB36-5325E42BDE74},10310.0380592125
4341,HHH,GH521,San Bernandino - Usme Chiguaza,San Bernardino,Usme Chiguaza,2/08/2021,7,5,48.26730628,ETIB BO,8084,GH521-3,12,9,3:00 a. m. - 10:15 p. m.,3:00 a. m. - 10:15 p. m.,4:00 a. m. - 9:15 p. m.,1,4,1,3,1,2,0,{7A2B04A9-447E-4659-AD2E-A49D994DF0C2},48267.3062768292
4342,AAA,KA319,Fontibón Brisas - Centro Andino,Fontibón Brisas,Centro Andino,12/02/2022,9,2,42.00640347,MUEVE FONTIBON,11611,KA319-3,0,6,4:00 a. m. - 10:00 p. m.,4:00 a. m. - 10:00 p. m.,5:00 a. m. - 8:00 p. m.,1,4,1,3,1,2,0,{80BA94F3-3E26-477C-A3AF-8351C5FD4C24},42006.4034686322
4343,KKK,KB326,PRADO GRANDE - UNICENTRO,Prado Grande,Unicentro,11/05/2022,9,1,22.86749474,Consorcio Express N,4104,B326-1,1,6,4:00 a. m. - 9:30 p. m.,4:00 a. m. - 9:30 p. m.,6:00 a. m. - 8:00 p. m.,1,3,1,3,1,2,3,{84C9E682-E7A6-4D76-98E0-60E7813E8069},22867.4947357459
4344,ESP,HH641,Santo Domingo,Portal Sur,Santo Domingo, ,7,7,13.70447224,ETIB BO,8269,HH641-3,9,9,4:00 a. m. - 1:00 p. m.,4:00 a. m. - 10:00 p. m.,6:00 a. m. - 7:00 p. m.,1,4,2,3,1,2,0,{85A343D7-8B43-4CC0-9351-AB250EEC68A1},13704.4722412801
4345,AAA,GA501,Bosa San José - Germania,San José,Germania,28/03/2020,7,3,39.76397807,ETIB BO,8240,GA501-3,0,9,4:00 a. m. - 9:00 p. m.,4:00 a. m. - 9:00 p. m.,5:00 a. m. - 9:00 p. m.,1,4,1,3,1,2,0,{8C52F789-C232-4B78-AAE1-996A6A6F129D},39763.9780682804
4346,BOS,634,Bosa San José - Calle 153,Calle 153,Bosa San José,27/09/2014,1,7,60.73912492,ETIB BO,5813,634-3,9,1,3:30 a. m. - 11:00 p. m.,4:00 a. m. - 11:00 p. m.,5:00 a. m. - 10:00 p. m.,1,3,1,3,1,2,0,{8C64743B-F6BC-44B3-A50B-AF9F902D22C7},60739.1249176583
4347,HHH,HA601,Perdomo - Chapinero,Chapinero,Perdomo,24/09/2022,19,2,45.67569715,ODT LA ROLITA,12346,HA601-3,10,0,4:00 a. m. - 8:00 p. m.,4:00 a. m. - 8:00 p. m.,5:30 a. m. - 9:30 p. m.,1,4,1,3,1,2,0,{8ED65D94-A548-47CF-B475-6ADBAB8A448D},45675.6971459653
4348,CBO,742A,Paraíso - Bulevar Niza,Bulevar Niza,Paraiso,12/03/2014,11,19,48.79023043,SUMA CIUDAD BOLIVAR BC,8460,742A-3,11,2,3:30 a. m. - 10:00 p. m.,3:30 a. m. - 10:00 p. m.,4:30 a. m. - 9:00 p. m.,1,3,1,3,1,2,0,{8F7B3C7D-2D58-47A9-821B-C03365A5116D},48790.2304318216
4349,HHH,HA611,Santo Domingo - Est. Calle 100,Est. Calle 100,Santo Domingo,19/12/2020,2,19,46.20392981,ETIB BO,6179,HA611-3,10,0,3:30 a. m. - 11:00 p. m.,3:30 a. m. - 11:00 p. m.,5:00 a. m. - 10:00 p. m.,1,4,1,3,1,2,0,{92B6DB75-9DEB-4360-BF40-97E5C27BE4FA},46203.92981343
4350,SCR,T13,Villa Cindy - Hospital San Blas,Villa Cindy,Hospital San Blas,16/03/2015,11,4,65.43379863,CONSORCIO EXPRESS SAN CRISTOBALD,7067,T13-3,13,3,3:00 a. m. - 10:00 p. m.,3:00 a. m. - 10:00 p. m.,4:30 a. m. - 9:30 p. m.,1,3,1,3,1,2,0,{98ED762D-BE1A-4E0A-AC1C-654025798E1E},65433.7986261714
4351,HHH,HH604,Est. G. Santander - Sierra Morena,Est. Gral Santander,Sierra Morena,24/10/2020,15,19,17.3433938,ETIB BO,8268,HH604-3,10,10,4:00 a. m. - 11:00 p. m.,4:00 a. m. - 11:00 p. m.,5:00 a. m. - 10:00 p. m.,1,4,2,3,1,2,0,{9963B943-6C23-401C-9AC6-0EC07318BFC3},17343.3938032559
4352,DDD,BD909,Mazurén - Villas De Granada,Mazurén,Villas De Granada,19/04/2021,11,10,53.61193979,ESTE ES MI BUS CALLE 80 CO01,8597,BD909-3,5,2,4:00 a. m. - 10:00 p. m.,4:00 a. m. - 9:00 p. m.,5:00 a. m. - 7:00 p. m.,1,3,1,3,1,2,0,{9A2DE352-7970-45F0-800A-ABC528D1C4BF},53611.9397882347
4354,ESP,HH640,Santo Domingo,Portal Sur,Santo Domingo, ,7,7,10.53393647,ETIB BO,8265,HH640-3,9,9,4:00 a. m. - 1:00 p. m.,4:00 a. m. - 10:00 p. m.,6:00 a. m. - 7:00 p. m.,1,4,2,3,1,2,0,{9B970814-02E5-43BE-8FD1-F6E106052F2A},10533.9364687855
4355,USA,19-1,Estación Alcalá,Alcala,AK 7,12/06/2018,1,1,6.36459249,CONSORCIO EXPRESS USAQUEN N,5646,19-1-3,1,1,5:00 a. m. - 10:00 p. m.,5:00 a. m. - 10:00 p. m.,5:00 a. m. - 9:00 p. m.,1,3,2,3,1,2,0,{9C948B43-ACC6-46A0-9FA0-2C55BCA553CC},6364.59249329128
4356,PER,192,Unicentro - Catalina,Unicentro,Catalina,15/03/2014,8,1,54.84293119,ETIB BO,5224,192-3,1,9,4:00 a. m. - 11:00 p. m.,4:00 a. m. - 11:00 p. m.,5:00 a. m. - 10:00 p. m.,1,3,1,3,1,2,0,{9DC5F228-1B6E-4622-BA95-B303F6D44F97},54842.9311886404
4357,BOS,Z8,Toberín- Metrovivienda,Toberín,Metrovivienda,19/10/2013,1,7,75.60071384,CONSORCIO EXPRESS USAQUEN N,8449,Z8-3,8,1,3:00 a. m. - 10:00 p. m.,3:00 a. m. - 10:00 p. m.,4:30 a. m. - 9:00 p. m.,1,4,1,3,1,2,0,{A05F8FB5-130F-41D4-9878-419669D336FB},75600.713837017
4358,COM,TC10,Portal Norte,Portal Norte,Abastos Del Norte,14/01/2019,1,1,7.00552439,CONSORCIO EXPRESS USAQUEN N,10725,TC10-3,1,1,4:30 a. m. - 10:00 a. m. _ 2:30 p. m. - 8:30 p. m.,4:30 a. m. - 8:30 p. m., ,1,4,2,2,2,2,0,{A0A5FF3A-0C3B-4DA5-AF4B-59E630A56C1A},7005.52438541573
4359,BBB,BA900,La Estrellita - Galerías,Galerías,La Estrellita,20/09/2021,13,1,40.6152404,CONSORCIO EXPRESS USAQUEN N,7905,BA900-3,1,0,4:00 a. m. - 9:30 p. m.,4:00 a. m. - 9:00 p. m.,5:00 a. m. - 9:00 p. m.,1,4,1,3,1,2,0,{A25A29DD-B2BB-4D93-8219-B97868FE2A9F},40615.240400096
4360,AAA,GA538,Boíta - El Retiro,Boíta,El Retiro,18/03/2024,7,2,51.36092135,ETIB BO,8472,GA538-3,0,9,4:00 a. m. - 11:00 p. m.,4:00 a. m. - 11:00 p. m.,5:00 a. m. - 9:00 p. m.,1,4,1,3,1,2,0,{A4176FAB-4428-448D-B83D-102A9C018A12},51360.9213480883
4361,AAA,CA103,Portales Del Norte - Chapinero,Portales Del Norte,Chapinero,26/10/2020,11,2,42.58137212,MASIVO CAPITAL SO,8056,CA103-3,0,3,4:00 a. m. - 9:30 p. m.,4:00 a. m. - 9:00 p. m.,4:00 a. m. - 9:00 p. m.,1,3,1,3,1,2,0,{A4302253-92D7-4ADB-9EFE-D532159C53DD},42581.3721236326
4362,KKK,CK102,Suba Fontanar - Salitre Greco,Suba Fontanar,Salitre El Greco,10/09/2018,11,13,36.85889803,ESTE ES MI BUS CALLE 80 CO01,8365,CK102-3,6,3,4:00 a. m. - 10:00 p. m.,4:00 a. m. - 10:00 p. m.,5:00 a. m. - 9:00 p. m.,1,4,1,3,1,2,0,{A554846F-5A5E-4865-A963-A924DE2159AB},36858.898030605
4363,KKK,DK206,Bachué - Gobernación,Bachué,Gobernación,24/10/2022,10,13,23.34173322,ESTE ES MI BUS CALLE 80 CO01,7967,DK206-3,5,4,4:00 a. m. - 10:00 p. m.,4:00 a. m. - 10:00 p. m.,5:00 a. m. - 9:00 p. m.,1,3,1,3,1,2,0,{A584E33F-48D6-4465-91C8-63CF1761471C},23341.7332207933
4364,GGG,GH545,CC.-Villa Del Rio-El Ensueño,El Ensueño,CC. Villa Del Río ,27/10/2025,14,15,6.12580841,ETIB BO,8620,GH545-3,10,9,4:00 a. m. - 10:00 p. m.,4:00 a. m. - 10:00 p. m., ,1,4,1,2,1,2,0,{A63AA479-6801-4F67-BD3F-BB68E1777B14},6125.80841091114
4365,AAA,GA507,Metrovivienda - Chapinero,Metrovivienda,Chapinero,28/09/2020,7,2,41.62873248,MASIVO CAPITAL KE,8344,GA507-3,0,8,4:00 a. m. - 10:00 p. m.,4:00 a. m. - 9:00 p. m.,5:00 a. m. - 9:00 p. m.,1,4,1,3,1,2,0,{A83C4E5A-541E-4DE1-AC93-7CE5C719FA21},41628.732481097
4367,FFF,FL422,Patio Bonito - Laches El Dorado,Laches-El Dorado,Patio Bonito,12/12/2022,3,8,40.45781373,ESTE ES MI BUS TINTAL TZ,8160,FL422-3,8,13,3:00 a. m. - 9:30 p. m.,3:00 a. m. - 9:30 p. m.,5:00 a. m. - 9:00 p. m.,1,4,1,3,1,2,0,{AACE6924-64B2-4981-BB8D-CC19D63FC2CF},40457.8137287185
4368,BBB,CB118,Suba Gaitana - San Cristobal Norte,Suba Berlín,San Cristobal Norte,9/08/2021,11,1,34.88886787,CONSORCIO EXPRESS USAQUEN N,8207,CB118-3,1,3,4:30 a. m. - 8:00 p. m.,4:30 a. m. - 8:00 p. m.,5:00 a. m. - 7:30 p. m.,1,4,1,3,1,2,0,{AAFACB09-CB87-45B7-B66D-2B1E8BB2E30E},34888.8678717402
4369,HHH,HH737,Bolonia - Portal Usme,Bolonia,Portal Usme,29/12/2025,5,5,9.79437594,MUEVE USME UB,12633,H737-3,12,12,4:00 a. m. - 11:00 p. m.,4:00 a. m. - 11:00 p. m.,4:30 a. m. - 10:00 p. m.,1,4,1,3,1,2,3,{ABF2B090-24B7-4F91-B8B0-14B7CACB93E3},9794.37594249393
4371,HHH,HD630,Arborizadora Alta - Morato,Morato,Arborizadora Alta,17/12/2022,11,19,46.53282832,ODT LA ROLITA,12321,HD630-3,11,3,3:00 a. m. - 9:00 p. m.,3:00 a. m. - 9:00 p. m.,4:00 a. m. - 8:00 p. m.,1,4,1,3,1,2,0,{AE8E68C8-20CE-4927-B0CC-0BC096E145C3},46532.8283232163
4372,LLL,DL205,Bosque San Carlos - Bachué,Bachué,Bosque San Carlos,22/02/2021,10,18,49.69194517,ESTE ES MI BUS CALLE 80 CO01,8444,DL205-3,12,4,3:00 a. m. - 10:00 p. m.,3:00 a. m. - 10:00 p. m.,4:00 a. m. - 9:00 p. m.,1,5,1,3,1,2,0,{AF2D8C67-82DD-4E10-B14F-E8536151301F},49691.9451731304
4373,LLL,LD800,Gaviotas - Villa Gladys,Villa Gladys,Gaviotas,23/11/2020,10,4,61.77223519,CONSORCIO EXPRESS SAN CRISTOBALD,8400,LD800-3,13,5,3:00 a. m. - 10:00 p. m.,3:00 a. m. - 10:00 p. m.,4:30 a. m. - 9:30 p. m.,1,5,1,3,1,2,0,{B34D3E57-3B64-4345-B9F8-8DE6193CDD7E},61772.2351902403
4374,ALI,CC104,Compartir,Portal Suba,Suba Compartir,6/03/2021,11,11,7.99709748,ESTE ES MI BUS CALLE 80 CO01,8060,CC104a,3,3,4:30 a. m. - 00:30 a. m.,4:30 a. m. - 00:30 a. m., ,1,3,2,2,1,2,0,{B41BB3FB-FB0C-4C71-866D-13F0FAEDD395},7997.09747551486
4375,DDD,HD717,Usme Centro - Bonanza,Usme Centro,Bonanza,20/08/2022,5,10,53.92626051,MUEVE USME UB,10302,HD717-3,4,12,3:30 a. m. - 10:00 p. m.,3:30 a. m. - 10:00 p. m.,4:30 a. m. - 9:00 p. m.,1,3,1,3,1,2,0,{B5991A5E-D249-42AD-A6B6-C651A5FDC575},53926.2605057831
4376,AAA,AF019,Ac3/Comuneros -Ac3/Ak68,Ac3 Comuneros,Ac3 Ak68,11/08/2025,14,8,9.37949012,E-SOMOS FONTIBON II,12185,AF019-3,0,7,4:00 p. m. - 7:30 p. m., , ,1,3,1,1,1,2,0,{B5C03C54-DBA7-4A38-BBC9-F50AFDE2E016},9379.49011870434
4377,KKK,GK505,Corferias - Bosa San Diego,Bosa San Diego,Corferias,1/06/2020,7,13,36.30923198,ETIB BO,8316,GK505-3,6,9,4:00 a. m. - 10:00 p. m.,4:00 a. m. - 9:30 p. m.,5:00 a. m. - 9:00 p. m.,1,4,1,3,1,2,0,{B749D805-D827-4CA9-8041-06BA04178EF2},36309.2319779648
4378,BBB,HB609,Arborizadora Alta - Unicentro,Arborizadora Alta,Unicentro,1/03/2021,19,1,60.70622943,SUMA CIUDAD BOLIVAR BC,8288,HB609-3,1,11,4:00 a. m. - 9:30 p. m.,4:00 a. m. - 9:30 p. m.,5:00 a. m. - 8:00 p. m.,1,4,1,3,1,2,0,{B943A286-7ECF-4CDF-A963-E79802DAE4E4},60706.2294286744
4379,AAA,FA405,Camelia - Centro Internacional,Camelia,Centro Internacional,18/01/2021,16,3,16.84004001,ESTE ES MI BUS TINTAL TZ,10603,FA405-3,0,8,4:00 a. m. - 9:00 p. m.,4:00 a. m. - 9:00 p. m.,5:00 a. m. - 8:00 p. m.,1,3,1,3,1,2,0,{BB26B275-07B4-4917-9570-3669E5108BDE},16840.0400090507
4380,ALI,1-9,Villas Del Dorado,Portal 80,Villas Del Dorado,26/03/2015,10,10,6.31993077,GMOVIL ENGATIVA E,12440,1-9a,4,4,4:30 a. m. - 12:30 a. m.,4:30 a. m. - 12:30 a. m.,5:30 a. m. - 11:30 p. m.,1,3,2,3,1,2,,{BFB81F85-337D-4504-8B21-3C36FB40D9EF},6319.93077477147
4381,AAA,KA306,Zona Franca - Centro Andino,Zona Franca,Centro Andino,12/02/2022,9,2,40.55396936,MUEVE FONTIBON,12448,KA306-3,0,7,4:00 a. m. - 9:30 p. m.,4:00 a. m. - 10:00 p. m.,5:00 a. m. - 10:00 p. m.,1,3,1,3,1,2,0,{C12D1123-DE02-45C2-9931-381EC5270C78},40553.969361756
4382,HHH,HH622,Fiscala Alta - Sevillana,Fiscala Alta,Sevillana,4/03/2024,5,6,19.7483993,ETIB BO,8465,HH622-3,10,12,3:00 a. m. - 9:00 p. m.,3:00 a. m. - 9:00 p. m.,4:00 a. m. - 9:00 p. m.,1,4,1,3,1,2,0,{C1D37067-D3BB-42BD-B4D1-E9A624EE8A67},19748.3993026233
4383,FER,359,Zona Industrial Álamos - Germania,Germania,Zn. In Alamos,26/10/2013,3,10,38.08138234,GMOVIL ENGATIVA E,7918,359-3,5,0,4:45 a. m. - 9:00 p. m.,5:30 a. m. - 9:00 p. m.,6:00 a. m. - 9:00 p. m.,1,5,1,3,1,2,0,{C2324931-AA29-4DE1-B33A-66956A1B1570},38081.382344895
4384,HHH,HC705,Alfonso López - Suba Calle 100,Est. Suba Calle 100,Alfonso López,16/01/2021,11,5,60.32001255,GRAN AMERICAS USME III,12366,HC705-3,12,3,4:00 a. m. - 10:30 p. m.,4:00 a. m. - 10:30 p. m.,5:00 a. m. - 10:00 p. m.,1,3,1,3,1,2,0,{C2C9CC43-1F49-4E3E-9E64-1C215BDF7B7F},60320.0125505637
4385,AAA,GA541,Bosa Centro - Chapinero,Bosa Centro,Chapinero,18/03/2024,7,2,42.97851304,ETIB BO,7949,GA541-3,0,9,4:00 a. m. - 10:00 p. m.,4:00 a. m. - 09:00 p. m.,5:00 a. m. - 08:00 p. m.,1,4,1,3,1,2,0,{C2F5D799-F15E-440C-BC5F-31A5E705AD69},42978.5130438398
4386,DDD,5-1,Suba Rincón,Granja,Suba Rincon,30/11/2020,10,10,9.72963467,ESTE ES MI BUS CALLE 80 CO01,6582,5-1-3,4,4,4:30 a. m. - 12:20 a. m.,5:00 a. m. - 12:20 a. m.,5:30 a. m. - 11:20 p. m.,1,3,2,3,1,2,0,{C4492742-4CE7-4F70-8AD8-DF84BF3E4F80},9729.63467033462
4387,AAA,LA805,Juan Rey - Siete De Agosto,Juan Rey,Siete De Agosto,22/02/2021,4,12,32.72466044,CONSORCIO EXPRESS SAN CRISTOBALD,8054,LA805-3,0,13,4:00 a. m. - 10:00 p. m.,4:00 a. m. - 9:30 p. m.,5:00 a. m. - 8:30 p. m.,1,4,1,3,1,2,0,{C5AB8212-55AD-488A-9DBB-CE821C0239FA},32724.6604396948
4388,CBO,624,20 De Julio - Verbenal Del Sur,20 De Julio,Verbenal Del Sur,17/08/2013,18,19,25.55821732,SUMA CIUDAD BOLIVAR BC,8105,624-3,11,12,4:00 a. m. - 10:00 p. m.,4:00 a. m. - 10:00 p. m.,5:00 a. m. - 9:00 p. m.,1,5,1,3,1,2,0,{C5AF4507-53A9-4E12-8C87-9FE40918C78F},25558.2173183499
4389,BOS,191,Metrovivienda - Unicentro,Unicentro,Metrovivienda,11/10/2014,1,7,63.96757452,CONSORCIO EXPRESS USAQUEN N,8563,191-3,8,1,3:30 a. m. - 10:30 p. m.,3:30 a. m. - 10:30 p. m.,5:00 a. m. - 9:30 p. m.,1,5,1,3,1,2,0,{C6C5751B-A238-4609-8C8A-9606C3F732C6},63967.5745159001
4390,CCC,CH116,San Carlos - Fontanar Del Rio,San Carlos,Fontanar Del Rio,12/07/2021,6,11,63.1492567,ESTE ES MI BUS CALLE 80 CO01,8464,CH116-3,3,11,3:30 a. m. - 10:00 p. m.,3:30 a. m. - 10:00 p. m.,5:00 a. m. - 9:00 p. m.,1,3,1,3,1,2,0,{C8B3E688-EDBB-4EFC-8AFF-06E829A1BA04},63149.2566965094
4391,C80,271,Gran Granada - Lomas,Lomas,Gran Granada,7/02/2014,18,10,62.95604319,ESTE ES MI BUS CALLE 80 CO01,8061,271-3,5,12,3:00 a. m. - 11:00 p. m.,3:00 a. m. - 11:00 p. m.,4:00 a. m. - 10:00 p. m.,1,3,1,3,1,2,0,{C8EBA201-28B6-49A7-8C6A-A2ABC0606395},62956.0431936019
4392,CCC,CA151,Tibabuyes - Centro,Centro,Tibabuyes,18/09/2021,3,11,49.2087853,EMASIVO 16 SF,12146,CA151-3,3,0,4:00 a. m. - 10:00 p. m.,4:30 a. m. - 8:30 p. m.,4:30 a. m. - 8:30 p. m.,1,3,1,3,1,2,0,{CA74D295-E649-4784-80D1-A14895C0A9E4},49208.7852970705
4393,SCR,786,Metrovivienda - Diana Turbay-Puentes,Diana Turbay-Puentes,Metrovivienda,2/11/2013,18,7,41.12382239,CONSORCIO EXPRESS SAN CRISTOBALD,8293,786-3,8,12,3:00 a. m. - 10:00 p. m.,3:00 a. m. - 10:00 p. m.,4:30 a. m. - 9:30 p. m.,1,3,1,3,1,2,0,{CC4BFFF6-1953-4033-B55F-BD60657CCE46},41123.8223885669
4394,DDD,5-2,Avenida Cali Carrera 91,Av. Cali,Carrera 91,30/11/2020,10,10,9.15202858,ESTE ES MI BUS CALLE 80 CO01,8007,5-2-3,4,4,4:30 a. m. - 12:20 a. m.,5:00 a. m. - 12:20 a. m.,5:30 a. m. - 11:20 p. m.,1,3,2,3,1,2,0,{CD26A734-706D-485A-BEDD-26F3B38DC74E},9152.02858478385
4395,KKK,HK627,Alpes - Salitre,Alpes,Salitre,25/10/2021,19,13,34.90686952,SUMA CIUDAD BOLIVAR BC,8111,HK627-3,5,11,4:00 a. m. - 6:30 p. m.,4:06 a. m. - 6:30 p. m.,5:30 a. m. - 6:30 p. m.,1,5,1,3,1,2,0,{CD27014C-1717-4206-94A9-9CDC843CCADD},34906.8695150703
4396,GGG,GA506,Catalina II-Galerías,Galerías,Catalina II,9/05/2020,13,8,40.11892775,ETIB BO,8320,GA506-3,9,0,4:00 a. m. - 9:00 p. m.,4:00 a. m. - 9:00 p. m.,5:00 a. m. - 9:00 p. m.,1,4,1,3,1,2,0,{CE2DF1F9-F1D3-48FD-8231-A41932678D1F},40118.9277468759
4397,ENG,466,Sabana Del Dorado - Chicó Norte,Chico Norte,Sabana Del Dorado,11/09/2013,2,10,36.6052683,GMOVIL ENGATIVA E,5024,466-3,5,0,4:00 a. m. - 11:00 p. m.,5:00 a. m. - 10:00 p. m.,5:00 a. m. - 10:00 p. m.,1,3,1,3,1,2,0,{CFEB68D2-9ABD-43FB-81E9-FD3EE21717F2},36605.2682972114
